,regression_slope,correlation_coefficient,output
146,9.749920861029053e-07,0.8141420256529466,1.5239666666666667
147,1.1191626409017094e-06,0.8161014393976539,1.5244
148,-4.292929292929044e-06,-0.9400147624459713,1.521766666666667
149,-3.6026936026889446e-07,-0.34823135990384696,1.5212333333333332
150,1.3996388028896347e-06,0.7878949688362529,1.5237
151,5.82716049382767e-07,0.6428197442262309,1.5236666666666665
152,6.7565649396737866e-06,0.9431943264197852,1.5264999999999995
153,-3.1144781144800843e-07,-0.41318221294017393,1.5264
154,-5.945419103315133e-07,-0.7650790170327059,1.5263
155,1.6102332580890985e-06,0.9429705608757131,1.5274333333333334
156,1.3242447516644084e-06,0.8958954971567962,1.528066666666667
157,1.1031746031744818e-06,0.735545834984374,1.5291
158,3.6122782446312818e-06,0.873993244013004,1.530333333333333
159,-4.67310467309828e-07,-0.3992160815963936,1.5295
160,4.823500217143515e-08,0.11344748077414368,1.5296
161,-1.5708015708023211e-07,-0.43738948826396523,1.5292
162,-1.6260642665138237e-07,-0.8560269990489436,1.5273
163,-8.28568835647203e-08,-0.4472908006149569,1.5259333333333334
164,1.25008609786358e-07,0.6074036580380066,1.5249999999999997
165,-2.8272657654588093e-07,-0.7614544618887029,1.5238000000000005
166,-8.074387947271707e-07,-0.47942243589414,1.5220333333333336
167,2.9642579642580373e-06,0.9157722127663918,1.524
168,-2.8350168350164106e-06,-0.8950055631570597,1.5234
169,-1.2188552188551294e-06,-0.6793622326292745,1.5228666666666666
170,-6.407828282831011e-07,-0.4022123687577239,1.5228000000000002
171,2.863155363155104e-06,0.9057360278064369,1.5249
172,-1.3048063048060723e-06,-0.7475412126813834,1.5246666666666666
173,-1.6468253968254546e-06,-0.8542338178614559,1.5234
174,2.5050505050498927e-06,0.9180065588506996,1.5245
175,-9.326599326599869e-07,-0.8220163632906644,1.5241333333333331
176,-1.73143996013966e-06,-0.7856389541583308,1.5233666666666668
177,6.983981226409525e-07,0.29327619707910224,1.5228666666666666
178,4.98945498945492e-07,0.21202027650694794,1.5235
179,5.791245791245827e-07,0.4734144190044373,1.5240333333333334
180,-1.3636363636355405e-07,-0.1512753417798535,1.5230000000000004
181,-1.2686070977083282e-06,-0.8615734918432764,1.5202
182,4.232323232322923e-06,0.8196951236933386,1.524233333333333
183,1.093255790225275e-06,0.6114126663400086,1.5248
184,-2.4714174714172325e-06,-0.8644482189036483,1.5229
185,-4.6401515151511444e-07,-0.23051136962867189,1.5231333333333332
186,1.2861952861953016e-06,0.5334342363891436,1.5236666666666665
187,9.764309764309585e-07,0.6989920504526619,1.524
188,-2.0077827454871942e-07,-0.15935374451211062,1.5237999999999998
189,4.691657989123733e-07,0.4896721545792271,1.5243000000000002
190,6.209150326797186e-07,0.800229584787677,1.5243666666666666
191,8.258877434135859e-07,0.7043968652046267,1.5245666666666666
192,6.918029140255527e-07,0.9237818251808158,1.5237
193,-2.1817875494906055e-07,-0.4761574990546418,1.5234
194,-8.424170890321151e-08,-0.4347695330018236,1.5231
195,7.553460870488426e-07,0.9434728244599584,1.5228666666666666
196,4.7638217928064176e-07,0.6663352337656673,1.5229
197,-6.33871757219993e-07,-0.8358274919236057,1.5223000000000002
198,1.0309768464171268e-07,0.7417794607763175,1.5230000000000001
199,-5.298792208165007e-07,-0.8994335657115227,1.5222
200,-7.759588219360637e-08,-0.7127520536297093,1.5219999999999996
201,-2.9825855735376954e-07,-0.6127695386292721,1.5215000000000003
202,-6.286597829223137e-07,-0.9120891292298398,1.518333333333333
203,-1.8294504181695936e-08,-0.05909811470745331,1.5184
204,1.480945564683374e-07,0.8864611456950141,1.519
205,-5.333352406564816e-08,-0.4095402135398531,1.5186666666666666
206,-6.732657841807264e-09,-0.008690003698330732,1.5167
207,7.273026422513342e-08,0.7360392388670366,1.5179333333333336
208,9.906927653042182e-07,0.858184713058391,1.5189666666666666
209,-5.399427530574881e-07,-0.6950097888717217,1.5188
210,6.558922558922487e-06,0.761885564134868,1.5209
211,1.6277356902356301e-06,0.6234688583656776,1.5212
212,-2.2577422577423565e-06,-0.907274697334663,1.5201666666666669
213,-5.585674388039197e-07,-0.4283198898278387,1.5194
214,-1.0177532904803968e-06,-0.8631960697694271,1.519
215,-4.875283446709404e-07,-0.6233913913033715,1.5183666666666664
216,5.925925925927516e-07,0.6555855625258544,1.5186333333333335
217,-8.552188552188732e-06,-0.9915135675894317,1.5142666666666666
218,-1.4560770156436958e-06,-0.6594741563762496,1.5118333333333334
219,8.821548821546729e-07,0.3567509551651401,1.5104666666666666
220,-1.123876123875941e-06,-0.2770118612198573,1.5087666666666666
221,-3.102234465871161e-06,-0.7455547741369793,1.5094666666666667
222,6.814814814814753e-06,0.9154103640698237,1.5115666666666667
223,4.693398632790526e-07,0.20619863773829047,1.5118
224,-6.148148148148122e-06,-0.9876753973122863,1.5086666666666666
225,2.474747474747135e-06,0.854101070655938,1.5096666666666667
226,1.4999999999999274e-06,0.7018118226907533,1.5095
227,-3.9057239057344657e-07,-0.31173335924162765,1.5089
228,8.817103620475619e-07,0.551331035998381,1.508
229,-1.9266837169651707e-06,-0.7685168713765728,1.5086000000000002
230,2.0650680753788482e-07,0.5502206267072073,1.5098000000000005
231,-7.869122491763634e-07,-0.5605356452362604,1.5097333333333334
232,-4.975124378108076e-07,-0.8192815615657264,1.5089666666666668
233,2.660858933211222e-06,0.826419560853711,1.5126333333333333
234,2.9090909090906336e-06,0.9248966326911848,1.5145
235,2.1851851851852586e-06,0.6733738414413833,1.5149333333333332
236,-2.7296120348374533e-06,-0.9722770763377704,1.5133
237,-5.871175884055695e-07,-0.923592313669307,1.5106
238,-5.013407532721943e-08,-0.6025813725898079,1.5098
239,-2.4912523072416345e-09,-0.012424195196045006,1.5089
240,9.374848792763464e-08,0.45652269731297845,1.5094
241,4.999597605933432e-08,0.4230021717382657,1.5104
242,-4.709378133948431e-07,-0.6935034692171406,1.5066
243,3.513265038060881e-08,0.03592816942343106,1.5063333333333333
244,-3.913972500928611e-06,-0.8277403700355775,1.5045666666666666
245,-4.165692007796721e-06,-0.817835344756449,1.5015666666666665
246,3.030303030302921e-06,0.8567978760212823,1.5034
247,1.5387205387205935e-06,0.898178709234927,1.5039
248,1.1954992967631533e-07,0.07214335372383418,1.5042666666666669
249,2.903191375812752e-07,0.2884792657100362,1.5046
250,-6.464646464645753e-07,-0.5964574050308519,1.5048
251,2.8653198653201554e-06,0.9257128239563743,1.507
252,1.3164983164982164e-06,0.5006763228351051,1.5079333333333336
253,-1.7942998377780308e-19,-1.2418736083370622e-13,1.5071666666666668
254,5.824915824915632e-07,0.41023720196248065,1.5069666666666668
255,-3.3468013468018305e-06,-0.7894231087124411,1.5053666666666663
256,1.6430976430972155e-06,0.933797293975284,1.5066999999999997
257,-1.3232323232322896e-06,-0.7226988136073066,1.5061
258,4.0320258049673935e-07,0.22394542846092538,1.5053
259,-1.6009557945042706e-06,-0.7437016875074294,1.5066333333333333
260,2.558922558922479e-06,0.9388814104734207,1.5074333333333334
261,7.746295730556716e-09,0.7844506213162079,1.5092
262,-8.041989146873147e-07,-0.819610913969143,1.5082666666666666
263,-6.925965347998714e-07,-0.7257138880074018,1.5075
264,2.91070773743893e-07,0.6210733060323331,1.5077666666666667
265,-1.3830311999013397e-06,-0.9545538043434433,1.5058999999999998
266,5.132765452887418e-08,0.127120476856904,1.5056
267,1.9732847601708e-08,0.14671994696795349,1.5056
268,-1.8724516614834186e-07,-0.670533982759028,1.5046666666666664
269,5.0720671410290616e-08,0.40862915865167376,1.5043
270,-2.0799440591410032e-08,-0.21433466472147686,1.5047
271,-2.8788846317581614e-07,-0.8367582083865732,1.5042666666666669
272,1.938905999532557e-07,0.7719321007488101,1.5052
273,5.076893912464297e-07,0.8741053432841648,1.5059333333333331
274,6.924362187518635e-07,0.6114154257953266,1.5066333333333333
275,-2.1305285868387554e-07,-0.5704042600460744,1.5065
276,4.138075448600255e-07,0.7905495535121002,1.507966666666667
277,5.159530747962155e-07,0.6879870441797586,1.5083
278,1.9781845073002707e-07,0.3369384420608741,1.5084333333333333
279,3.2535872718532137e-07,0.6166392849951792,1.5086333333333333
280,3.7096013210656054e-07,0.8380590148230007,1.5091
281,-2.1367521367520794e-07,-0.4877850937535996,1.5085
282,1.5804211469534573e-06,0.97651634347636,1.5096999999999998
283,6.607725656391089e-07,0.666269321714609,1.51
284,7.313842930307475e-09,0.02830467285090457,1.5102666666666666
285,-1.5002911012560803e-07,-0.13700073704679508,1.5116333333333334
286,1.4589927258592003e-06,0.9539551759240821,1.512233333333333
287,-3.123728123729779e-07,-0.39519531946481823,1.5119333333333334
288,-6.67293653992273e-07,-0.8081883814165985,1.5111
289,-1.3054574008634868e-07,-0.2781331425625977,1.5109666666666666
290,4.2001787310124435e-07,0.7644820234749206,1.5115333333333334
291,2.6409932659926245e-07,0.30718311734543324,1.5119
292,-2.626262626266711e-07,-0.19897392688924345,1.5117666666666667
293,1.751862054892267e-06,0.9404261362181194,1.5132
294,-2.6212121212126737e-06,-0.972929103724313,1.5125
295,-5.224770890949878e-07,-0.4548140740345655,1.5119999999999998
296,2.4102625393443793e-08,0.04852952929314088,1.5126333333333333
297,1.9068134673686178e-07,0.24496557148210316,1.5127666666666666
298,-4.1216879293449077e-07,-0.6609250181486679,1.5125666666666666
299,-4.805685967656878e-07,-0.6767497014282581,1.5126333333333333
300,9.761549925487027e-07,0.7552046907329455,1.5134
301,4.6127946127929833e-07,0.2265552443523309,1.5139000000000002
302,-2.531942578015528e-07,-0.7205343314920545,1.5132
303,-3.0532743735528867e-07,-0.6160181705331419,1.5126333333333333
304,4.020743221243268e-07,0.689908705961679,1.5125
305,-3.0289598109088195e-08,-0.018732173706213873,1.5127
306,-1.3078430184405303e-07,-0.4530912957546321,1.5125
307,-1.6695957820719388e-07,-0.3161974896722696,1.5119999999999998
308,1.653626194067696e-07,0.6567845131266161,1.5124000000000002
309,1.4451118655869393e-07,0.6978480015018128,1.5126
310,2.0522388059687407e-07,0.589375775128879,1.5128666666666666
311,4.7902895813625927e-08,0.2435370204406328,1.5129666666666666
312,3.562658949401488e-07,0.9218506151961172,1.5136
313,2.393995426293022e-07,0.7929863061725471,1.5145
314,-3.7553648068640774e-07,-0.6754826600544018,1.5142
315,2.08250562839378e-07,0.6245346154808309,1.513966666666667
316,2.551292299492289e-07,0.9166352494549194,1.514
317,9.709197688688937e-09,0.06270267722130922,1.5139333333333334
318,5.572001841984605e-07,0.5850361397231396,1.5144333333333335
319,-9.99579124579491e-07,-0.8995147417721923,1.5136333333333336
320,-9.048157760475227e-07,-0.9253761448169215,1.5123
321,2.396783277925069e-07,0.8802921523642946,1.5128333333333333
322,-7.596252469556948e-08,-0.42778621583185444,1.5127
323,-1.9808108944581207e-07,-0.7540412964035557,1.5124333333333333
324,-8.68328450646726e-08,-0.428257946990042,1.5120333333333331
325,3.848242061394961e-07,0.7974933739090981,1.5123666666666666
326,2.436647173495503e-08,0.06820396592280384,1.5123333333333333
327,3.599228845750055e-06,0.8709829916258375,1.5174666666666667
328,6.402710897094344e-07,0.6356461849423342,1.5171
329,6.348266561412386e-07,0.8407467307122327,1.5176333333333334
330,-2.3337112622834093e-07,-0.5427672243747973,1.5162000000000002
331,-1.2760904886890481e-06,-0.9110499814500955,1.5142
332,-4.6615132349479187e-07,-0.39818890433140053,1.5139333333333334
333,-4.6599878567089584e-07,-0.35311122000596146,1.513
334,9.220272904484753e-07,0.8087455415732677,1.5134999999999998
335,-1.8647914240491346e-07,-0.22181316601816264,1.5127
336,2.5022654856916565e-07,0.3827338598298948,1.5131
337,3.04040404040458e-06,0.9601858044613071,1.514066666666667
338,-1.2896109105496906e-06,-0.7153241275316178,1.5131666666666668
339,5.091196323424479e-07,0.6366526207031935,1.5136
340,-7.451120648548242e-07,-0.8121621769540475,1.5132666666666668
341,-5.09110396570225e-07,-0.6852194051186667,1.5134999999999998
342,-4.411221853080849e-07,-0.5638031365197266,1.5134666666666667
343,4.393370856786482e-07,0.8294440264367094,1.5136333333333336
344,-3.7947783849447613e-07,-0.47357076203304205,1.5141666666666669
345,3.4175084175084225e-06,0.920241793480604,1.5153333333333334
346,1.952861952861401e-06,0.7668255494423029,1.515966666666667
347,5.219600131105072e-07,0.5469596733717368,1.5158333333333331
348,3.6666666666640425e-07,0.38963093775736146,1.5159333333333336
349,-4.461588701118212e-07,-0.2985348459134725,1.5152666666666663
350,2.265211640212327e-07,0.367325228900163,1.5150333333333332
351,-4.814814814812939e-07,-0.3257132788011668,1.5146
352,1.9629629629634197e-06,0.9062447442351047,1.5155666666666665
353,-1.1614331723030051e-06,-0.8896696771008685,1.5150333333333332
354,-3.1288156288148774e-07,-0.19629721847727605,1.5150999999999997
355,-2.4387947269304106e-06,-0.8260174030982556,1.5137333333333334
356,-4.44531182236138e-07,-0.39543631854673633,1.5127666666666666
357,5.050505050502251e-07,0.618905422798667,1.5132
358,7.26966636057635e-07,0.7132863859249544,1.5134
359,-5.764529611232204e-07,-0.6130787980426654,1.5130333333333337
360,-7.914529914529613e-07,-0.5434942440513957,1.5126
361,-3.958279122213916e-06,-0.957776243452835,1.5096
362,-1.3501683501686053e-06,-0.8752350573180083,1.5086000000000002
363,7.681207681210532e-07,0.5826846255723671,1.5092
364,-2.719502719500781e-07,-0.28242158428531056,1.5095
365,-7.14924039319156e-08,-0.07092308824360315,1.5096
366,-6.407828282828629e-07,-0.4001213879526573,1.5096999999999998
367,-4.3289577505199183e-07,-0.8602185150811156,1.5091
368,-4.508283669886053e-07,-0.8042640738350908,1.5084333333333333
369,2.5957903052900455e-07,0.42146089617750904,1.5092
370,-5.533101704131433e-07,-0.7862043527114138,1.5089
371,-6.286155994415092e-07,-0.6632496128217303,1.5085666666666666
372,-7.041954958621522e-07,-0.8344048059156955,1.5069333333333332
373,6.831472620944963e-07,0.838122204447848,1.5075
374,-2.3376086057097286e-07,-0.851785501635187,1.5066
375,2.7793332088985377e-07,0.806013396600002,1.5071666666666668
376,5.383976908116241e-07,0.9709036317057022,1.5079
377,2.2574382590280277e-08,0.049776260786801335,1.5078000000000005
378,2.57782307724925e-07,0.8037368992757503,1.508
379,5.4561215644179303e-08,0.4116937895323153,1.5081
380,-1.3097576948256148e-07,-0.6535249807671952,1.5081
381,-7.592886579750506e-08,-0.3832893428751265,1.5083
382,1.584494307249419e-07,0.7034801753029971,1.5091333333333334
383,5.690709916052399e-08,0.16332545034825566,1.5098
384,-4.94904128519643e-07,-0.9291775905672005,1.5092333333333334
385,-6.37706175680789e-08,-0.49456354259388513,1.509
386,1.7863522686671846e-08,0.15529248412917365,1.5088333333333332
387,9.981261022928132e-07,0.9527388873312183,1.5098000000000005
388,8.564288959562403e-07,0.7858827785028532,1.5104
389,-8.086358086355089e-07,-0.6983092730446522,1.5101000000000002
390,-2.2177976881805534e-07,-0.5977648791480942,1.5098
391,-2.601737540009115e-06,-0.9813654389206334,1.5076
392,-2.1885521885535174e-07,-0.14046479821015198,1.5074333333333332
393,2.0622895622898258e-07,0.22384933158041248,1.5076
394,-9.25134536245788e-07,-0.8521931702764872,1.5075
395,1.197510219249125e-06,0.7899957366083438,1.5083
396,3.634143634143907e-06,0.8722118991797801,1.5099
397,-1.2087542087548382e-06,-0.907234109766139,1.5084666666666664
398,2.865319865319886e-06,0.9836520261340155,1.5102333333333335
399,-2.1749568609800363e-06,-0.8450772409455672,1.5094666666666667
400,-3.044595013504383e-07,-0.6609335803164555,1.5095
401,-2.6430976430981594e-06,-0.8553893583910478,1.5070666666666668
402,-9.189640768585549e-07,-0.7955416797607522,1.5063000000000002
403,9.456482762151478e-07,0.8404938291536693,1.5066999999999997
404,7.57284662183668e-07,0.3911706980369573,1.5069
405,-2.197817973011692e-06,-0.9102714503257443,1.5060666666666669
406,-1.9288119288118126e-06,-0.7106160257804479,1.5047
407,-9.63093375065152e-07,-0.6334061823784828,1.503
408,-3.868353868356252e-07,-0.4915025450380626,1.5034333333333334
409,3.7830037829954424e-08,0.0612262351918504,1.5037333333333336
410,1.1770674784373302e-06,0.9216248667518518,1.5058
411,-1.2886440159174507e-06,-0.8389834049138166,1.5049
412,-2.2354497354496656e-06,-0.8519980845292495,1.5038
413,2.64911014911025e-06,0.7307042902777479,1.5049666666666666
414,9.208244056733362e-07,0.9186607186260494,1.5052
415,-5.839969662496384e-07,-0.6561573319463515,1.5047999999999997
416,-3.4971226206295654e-07,-0.7463556538508689,1.5049
417,-4.33675213675249e-06,-0.9259626698317422,1.5021666666666669
418,9.932659932660408e-07,0.9065258390981817,1.5024
419,-5.05311513063746e-07,-0.421122533636882,1.5019333333333331
420,8.859427609424811e-07,0.6827491850913576,1.5024
421,-1.463049363515612e-07,-0.12807341500931435,1.5036333333333332
422,-6.846388010772145e-07,-0.9021065566196602,1.5028999999999997
423,7.25732600732348e-07,0.7580310276118505,1.5039
424,4.2592592592600235e-07,0.247260374335796,1.503
425,2.2044159544162333e-06,0.8677335143902359,1.5041333333333335
426,-6.440717447006356e-07,-0.6049213195917406,1.5021666666666664
427,1.2072315913665196e-06,0.9278692328275402,1.5026
428,-6.000848176418669e-07,-0.7394307665970244,1.5021666666666669
429,2.0726409601865626e-06,0.9588933319868586,1.5025333333333333
430,-3.453109072376813e-07,-0.700265411422816,1.5020999999999998
431,-1.0417293308458958e-07,-0.6970264943338111,1.5020666666666669
432,-5.014168765744379e-07,-0.8281546898698838,1.5013
433,1.1367429661416212e-06,0.9109644402005613,1.5017000000000005
434,-1.099180504213692e-07,-0.4463975674029221,1.5014666666666667
435,-1.8768768768766702e-07,-0.5743864235107873,1.5012
436,-1.5735429502155788e-06,-0.8155603597849952,1.4995333333333332
437,-6.91015089163264e-07,-0.7453651714219276,1.4989666666666668
438,8.888888888878658e-08,0.15857915291929187,1.4995333333333336
439,3.557784145177735e-07,0.4888227419587065,1.499966666666667
440,1.3173400673395787e-06,0.8026590974276228,1.5002000000000002
441,-2.9304954304955485e-06,-0.9299495502772621,1.4990666666666668
442,1.067508645316902e-07,0.3673007879748417,1.4988333333333337
443,1.0773966578681045e-07,0.1722796763976062,1.4994333333333334
444,-6.351817042606565e-07,-0.8401960417455231,1.4989666666666668
445,8.103621796122357e-08,0.34495693713839076,1.4995
446,1.2152777777781777e-07,0.28308635157447537,1.4997666666666667
447,4.0460504425353463e-07,0.8113415829163442,1.5007
448,9.140859140860759e-07,0.824222644913231,1.5015333333333334
449,-1.6940894791068218e-07,-0.7554566246420871,1.5012
450,-5.538735101881248e-07,-0.8461054620366908,1.500033333333333
451,2.991866423022586e-08,0.09536026345349917,1.4997
452,-9.765278221638674e-08,-0.13405060243716815,1.4993333333333334
453,-5.387290369625145e-07,-0.7801057199752947,1.499
454,-3.5560666070514026e-08,-0.05388855308359382,1.4988333333333337
455,9.499772145705811e-08,0.4137710534883502,1.4991
456,3.7790543056187197e-07,0.9016415784497487,1.4995666666666667
457,2.981701940036083e-07,0.6477597398121414,1.4997999999999998
458,1.7919371996621043e-07,0.7970839949623644,1.5
459,5.099719123133774e-08,0.16543896812559244,1.5005
